LineID,Subsystem,Sensor,Value
726,Subsystem A,Sensor B,1.154
727,Subsystem B,Sensor H,5.957
728,Subsystem A,Sensor A,8.642
729,Subsystem D,Sensor M,-1.916
730,Subsystem A,Sensor D,2.784
731,Subsystem A,Sensor D,1.690
732,Subsystem B,Sensor H,5.750
733,Subsystem D,Sensor O,-1.983
734,Subsystem A,Sensor B,1.707
735,Subsystem D,Sensor P,-1.580
736,Subsystem B,Sensor H,5.775
737,Subsystem D,Sensor M,-2.226
738,Subsystem A,Sensor A,7.449
739,Subsystem A,Sensor D,2.883
740,Subsystem B,Sensor E,11.072
741,Subsystem B,Sensor E,9.825
742,Subsystem A,Sensor C,6.724
743,Subsystem A,Sensor D,1.950
744,Subsystem C,Sensor I,12.043
745,Subsystem A,Sensor C,5.828
746,Subsystem A,Sensor A,7.753
747,Subsystem C,Sensor L,8.957
748,Subsystem C,Sensor L,8.656
749,Subsystem C,Sensor L,10.264
750,Subsystem B,Sensor G,12.461
751,Subsystem B,Sensor F,12.924
752,Subsystem D,Sensor N,-1.592
753,Subsystem D,Sensor M,-2.342
754,Subsystem A,Sensor C,7.653
755,Subsystem A,Sensor D,3.717
756,Subsystem C,Sensor L,8.463
757,Subsystem A,Sensor D,1.695
758,Subsystem C,Sensor I,7.375
759,Subsystem B,Sensor H,3.612
760,Subsystem B,Sensor H,4.040
761,Subsystem B,Sensor H,3.199
762,Subsystem C,Sensor K,7.344
763,Subsystem B,Sensor H,6.578
764,Subsystem C,Sensor J,2.099
765,Subsystem D,Sensor N,-1.353
766,Subsystem A,Sensor C,5.910
767,Subsystem C,Sensor L,9.242
768,Subsystem C,Sensor J,1.179
769,Subsystem C,Sensor J,2.284
770,Subsystem C,Sensor L,10.090
771,Subsystem A,Sensor C,6.888
772,Subsystem B,Sensor G,14.521
773,Subsystem B,Sensor G,13.963
774,Subsystem A,Sensor B,2.256
775,Subsystem C,Sensor I,11.164
776,Subsystem A,Sensor B,1.000
777,Subsystem B,Sensor F,10.887
778,Subsystem B,Sensor G,14.848
779,Subsystem C,Sensor K,7.534
780,Subsystem D,Sensor P,-1.007
781,Subsystem C,Sensor K,5.362
782,Subsystem A,Sensor B,2.537
783,Subsystem C,Sensor K,7.416
784,Subsystem A,Sensor B,1.916
785,Subsystem A,Sensor B,1.047
786,Subsystem A,Sensor C,7.002
787,Subsystem A,Sensor C,7.094
788,Subsystem D,Sensor M,-2.094
789,Subsystem C,Sensor L,8.703
790,Subsystem D,Sensor O,-0.998
791,Subsystem C,Sensor L,8.733
792,Subsystem D,Sensor P,-1.365
793,Subsystem C,Sensor J,1.529
794,Subsystem D,Sensor N,-2.517
795,Subsystem A,Sensor D,1.526
796,Subsystem A,Sensor D,1.560
797,Subsystem D,Sensor M,-1.862
798,Subsystem A,Sensor B,1.647
799,Subsystem B,Sensor E,9.810
800,Subsystem B,Sensor E,11.107
801,Subsystem A,Sensor B,1.214
802,Subsystem D,Sensor M,-1.876
803,Subsystem B,Sensor H,5.152
804,Subsystem B,Sensor E,10.583
805,Subsystem A,Sensor B,1.509
806,Subsystem A,Sensor A,5.426
807,Subsystem D,Sensor M,-2.816
808,Subsystem C,Sensor I,8.111
809,Subsystem D,Sensor P,-1.055
810,Subsystem D,Sensor M,-2.586
811,Subsystem A,Sensor B,1.040
812,Subsystem C,Sensor J,2.153
813,Subsystem D,Sensor N,-1.031
814,Subsystem D,Sensor M,-2.687
815,Subsystem B,Sensor H,5.910
816,Subsystem D,Sensor P,0.000
817,Subsystem A,Sensor B,1.556
818,Subsystem A,Sensor D,1.696
819,Subsystem A,Sensor B,1.555
820,Subsystem A,Sensor D,3.559
821,Subsystem D,Sensor N,-1.405
822,Subsystem C,Sensor I,7.773
823,Subsystem B,Sensor F,15.000
824,Subsystem A,Sensor A,7.489
825,Subsystem D,Sensor M,-2.146
826,Subsystem B,Sensor F,11.636
827,Subsystem A,Sensor B,1.073
828,Subsystem A,Sensor B,1.111
829,Subsystem A,Sensor D,2.472
830,Subsystem B,Sensor G,14.938
831,Subsystem B,Sensor F,13.004
832,Subsystem A,Sensor C,4.086
833,Subsystem C,Sensor J,2.111
834,Subsystem D,Sensor O,-1.535
835,Subsystem A,Sensor D,2.265
836,Subsystem B,Sensor G,14.829
837,Subsystem A,Sensor C,4.262
838,Subsystem D,Sensor P,-0.307
839,Subsystem B,Sensor H,3.181
840,Subsystem D,Sensor P,-0.344
841,Subsystem A,Sensor D,1.849
842,Subsystem A,Sensor C,5.871
843,Subsystem C,Sensor J,1.529
844,Subsystem A,Sensor D,1.932
845,Subsystem C,Sensor J,1.066
846,Subsystem B,Sensor H,6.943
847,Subsystem A,Sensor C,5.535
848,Subsystem C,Sensor J,2.125
849,Subsystem D,Sensor N,-2.184
850,Subsystem B,Sensor F,10.226
851,Subsystem A,Sensor A,9.996
852,Subsystem B,Sensor E,11.306
853,Subsystem A,Sensor B,2.582
854,Subsystem A,Sensor D,1.986
855,Subsystem B,Sensor H,5.643
856,Subsystem B,Sensor F,14.116
857,Subsystem B,Sensor H,5.900
858,Subsystem D,Sensor O,-1.850
859,Subsystem A,Sensor C,4.875
860,Subsystem B,Sensor E,12.711
861,Subsystem A,Sensor D,1.201
862,Subsystem D,Sensor N,-0.886
863,Subsystem B,Sensor G,14.158
864,Subsystem D,Sensor O,-1.553
865,Subsystem B,Sensor F,13.147
866,Subsystem B,Sensor F,13.138
867,Subsystem A,Sensor D,2.750
868,Subsystem D,Sensor M,-2.111
869,Subsystem B,Sensor E,12.272
870,Subsystem C,Sensor L,10.123
871,Subsystem C,Sensor L,9.800
872,Subsystem B,Sensor H,3.015
873,Subsystem A,Sensor C,5.949
874,Subsystem A,Sensor A,8.818
875,Subsystem C,Sensor I,11.441
876,Subsystem B,Sensor H,5.441
877,Subsystem C,Sensor L,8.707
878,Subsystem C,Sensor K,5.406
879,Subsystem A,Sensor B,1.962
880,Subsystem A,Sensor B,1.178
881,Subsystem C,Sensor K,7.706
882,Subsystem A,Sensor D,2.670
883,Subsystem C,Sensor I,8.131
884,Subsystem A,Sensor D,2.962
885,Subsystem D,Sensor M,-2.245
886,Subsystem A,Sensor D,2.948
887,Subsystem C,Sensor L,9.976
888,Subsystem A,Sensor A,9.974
889,Subsystem D,Sensor P,-1.029
890,Subsystem B,Sensor F,13.643
891,Subsystem C,Sensor L,8.507
892,Subsystem D,Sensor M,-2.589
893,Subsystem D,Sensor P,-1.090
894,Subsystem A,Sensor B,1.043
895,Subsystem C,Sensor K,6.774
896,Subsystem C,Sensor K,7.453
897,Subsystem D,Sensor O,-2.249
898,Subsystem A,Sensor A,5.790
899,Subsystem D,Sensor N,-1.613
900,Subsystem D,Sensor P,0.000
901,Subsystem C,Sensor L,10.307
902,Subsystem B,Sensor G,13.641
903,Subsystem A,Sensor C,6.817
904,Subsystem C,Sensor K,6.626
905,Subsystem C,Sensor L,9.877
906,Subsystem D,Sensor N,-1.684
907,Subsystem D,Sensor N,-2.818
908,Subsystem A,Sensor C,5.494
909,Subsystem A,Sensor B,1.805
910,Subsystem A,Sensor B,1.223
911,Subsystem D,Sensor P,-0.816
912,Subsystem C,Sensor K,5.628
913,Subsystem D,Sensor N,-1.658
914,Subsystem B,Sensor E,11.261
915,Subsystem B,Sensor F,11.759
916,Subsystem B,Sensor H,3.751
917,Subsystem D,Sensor N,-3.000
918,Subsystem B,Sensor H,5.989
919,Subsystem A,Sensor B,1.155
920,Subsystem A,Sensor D,2.338
921,Subsystem A,Sensor D,2.318
922,Subsystem C,Sensor K,7.609
923,Subsystem D,Sensor N,-2.044
924,Subsystem D,Sensor M,-2.110
925,Subsystem B,Sensor G,13.334
926,Subsystem A,Sensor C,7.314
927,Subsystem D,Sensor M,-2.492
928,Subsystem D,Sensor N,-1.201
929,Subsystem D,Sensor O,-2.441
930,Subsystem D,Sensor M,-2.606
931,Subsystem A,Sensor D,3.396
932,Subsystem A,Sensor C,8.123
933,Subsystem B,Sensor E,12.226
934,Subsystem A,Sensor B,1.166
935,Subsystem A,Sensor B,1.132
936,Subsystem B,Sensor H,3.408
937,Subsystem D,Sensor N,-0.283
938,Subsystem D,Sensor N,-1.600
939,Subsystem C,Sensor L,10.139
940,Subsystem B,Sensor F,14.711
941,Subsystem A,Sensor C,6.071
942,Subsystem D,Sensor N,-1.121
943,Subsystem C,Sensor K,5.580
944,Subsystem C,Sensor J,1.277
945,Subsystem A,Sensor B,1.463
946,Subsystem C,Sensor L,8.045
947,Subsystem D,Sensor N,-1.477
948,Subsystem D,Sensor P,-2.426
949,Subsystem C,Sensor I,9.275
950,Subsystem B,Sensor E,11.215
951,Subsystem A,Sensor C,8.389
952,Subsystem D,Sensor P,-0.220
953,Subsystem B,Sensor G,14.421
954,Subsystem B,Sensor F,10.453
955,Subsystem C,Sensor L,8.481
956,Subsystem A,Sensor C,6.785
957,Subsystem C,Sensor K,7.410
958,Subsystem C,Sensor L,8.888
959,Subsystem A,Sensor D,3.728
960,Subsystem D,Sensor M,-2.804
961,Subsystem C,Sensor L,7.846
962,Subsystem C,Sensor I,10.642
963,Subsystem D,Sensor O,-1.871
964,Subsystem A,Sensor B,1.116
965,Subsystem D,Sensor N,-2.225
966,Subsystem B,Sensor F,12.863
967,Subsystem A,Sensor A,7.455
968,Subsystem A,Sensor D,1.975
969,Subsystem C,Sensor K,5.319
970,Subsystem D,Sensor N,-1.196
971,Subsystem D,Sensor O,-2.085
972,Subsystem A,Sensor C,3.599
973,Subsystem C,Sensor K,5.536
974,Subsystem C,Sensor K,6.324
975,Subsystem B,Sensor G,13.055
976,Subsystem D,Sensor N,-1.872
977,Subsystem C,Sensor L,8.228
978,Subsystem B,Sensor G,13.940
979,Subsystem D,Sensor M,-2.821
980,Subsystem B,Sensor E,10.340
981,Subsystem D,Sensor O,-2.210
982,Subsystem C,Sensor L,8.984
983,Subsystem D,Sensor N,-0.251
984,Subsystem B,Sensor F,14.654
985,Subsystem D,Sensor M,-2.333
986,Subsystem D,Sensor M,-1.613
987,Subsystem C,Sensor L,9.164
988,Subsystem C,Sensor I,8.835
989,Subsystem D,Sensor N,-2.874
990,Subsystem D,Sensor P,-2.086
991,Subsystem D,Sensor N,-0.950
992,Subsystem C,Sensor L,10.388
993,Subsystem C,Sensor L,8.680
994,Subsystem A,Sensor A,8.448
995,Subsystem B,Sensor F,14.025
996,Subsystem C,Sensor J,1.177
997,Subsystem C,Sensor J,2.590
998,Subsystem D,Sensor P,-0.331
999,Subsystem A,Sensor D,3.221
1000,Subsystem B,Sensor G,13.442
1001,Subsystem A,Sensor A,9.796
1002,Subsystem C,Sensor K,5.852
1003,Subsystem B,Sensor F,13.742
1004,Subsystem D,Sensor N,-0.488
1005,Subsystem D,Sensor O,-2.360
1006,Subsystem D,Sensor N,-2.487
1007,Subsystem B,Sensor G,13.510
1008,Subsystem D,Sensor P,-0.335
1009,Subsystem B,Sensor G,13.695
1010,Subsystem B,Sensor F,11.398
1011,Subsystem B,Sensor E,10.792
1012,Subsystem B,Sensor H,5.976
1013,Subsystem D,Sensor N,-1.324
1014,Subsystem D,Sensor N,-2.231
1015,Subsystem D,Sensor M,-2.317
1016,Subsystem A,Sensor B,1.073
1017,Subsystem C,Sensor J,1.000
1018,Subsystem D,Sensor O,-2.104
1019,Subsystem B,Sensor G,13.772
1020,Subsystem B,Sensor G,15.000
1021,Subsystem B,Sensor H,2.978
1022,Subsystem A,Sensor D,1.443
1023,Subsystem B,Sensor G,13.824
1024,Subsystem D,Sensor O,-0.964
1025,Subsystem D,Sensor N,-0.373
1026,Subsystem B,Sensor H,6.275
1027,Subsystem B,Sensor E,9.264
1028,Subsystem A,Sensor C,4.390
1029,Subsystem B,Sensor H,4.986
1030,Subsystem A,Sensor C,5.420
1031,Subsystem A,Sensor D,3.529
1032,Subsystem A,Sensor C,3.990
1033,Subsystem C,Sensor L,9.836
1034,Subsystem A,Sensor B,1.000
1035,Subsystem D,Sensor N,-0.204
1036,Subsystem C,Sensor J,1.609
1037,Subsystem D,Sensor M,-2.135
1038,Subsystem A,Sensor C,7.296
1039,Subsystem C,Sensor I,8.155
1040,Subsystem B,Sensor H,3.981
1041,Subsystem A,Sensor C,5.524
1042,Subsystem A,Sensor D,1.968
1043,Subsystem B,Sensor H,4.004
1044,Subsystem D,Sensor P,-1.418
1045,Subsystem C,Sensor J,1.284
1046,Subsystem B,Sensor H,3.490
1047,Subsystem D,Sensor M,-1.992
1048,Subsystem B,Sensor E,11.898
1049,Subsystem B,Sensor F,14.551
1050,Subsystem C,Sensor K,7.903
1051,Subsystem C,Sensor I,9.077
1052,Subsystem B,Sensor E,11.624
1053,Subsystem A,Sensor B,1.000
1054,Subsystem D,Sensor N,-1.473
1055,Subsystem B,Sensor F,13.845
1056,Subsystem B,Sensor G,13.207
1057,Subsystem C,Sensor J,1.916
1058,Subsystem D,Sensor M,-2.834
1059,Subsystem A,Sensor C,3.772
1060,Subsystem A,Sensor B,1.732
1061,Subsystem B,Sensor H,4.859
1062,Subsystem A,Sensor C,8.042
1063,Subsystem D,Sensor M,-2.397
1064,Subsystem D,Sensor M,-2.940
1065,Subsystem D,Sensor O,-2.546
1066,Subsystem B,Sensor H,6.531
1067,Subsystem D,Sensor P,-0.236
1068,Subsystem A,Sensor B,1.003
1069,Subsystem C,Sensor I,11.421
1070,Subsystem D,Sensor P,-0.086
1071,Subsystem A,Sensor C,4.112
1072,Subsystem C,Sensor K,5.535
1073,Subsystem A,Sensor B,1.447
1074,Subsystem B,Sensor F,12.011
1075,Subsystem A,Sensor D,1.935
1076,Subsystem B,Sensor F,14.777
1077,Subsystem A,Sensor D,1.472
1078,Subsystem D,Sensor N,-1.491
1079,Subsystem C,Sensor J,1.168
1080,Subsystem B,Sensor E,11.208
1081,Subsystem C,Sensor J,2.328
1082,Subsystem B,Sensor G,14.949
1083,Subsystem D,Sensor O,-3.000
1084,Subsystem D,Sensor O,-1.012
1085,Subsystem D,Sensor N,-2.427
1086,Subsystem C,Sensor J,1.731
1087,Subsystem A,Sensor A,5.014
1088,Subsystem A,Sensor B,1.800
1089,Subsystem B,Sensor F,11.419
1090,Subsystem A,Sensor A,7.812
1091,Subsystem C,Sensor L,8.847
1092,Subsystem C,Sensor K,8.230
1093,Subsystem C,Sensor J,1.195
1094,Subsystem B,Sensor G,14.037
1095,Subsystem B,Sensor F,14.819
1096,Subsystem A,Sensor C,7.386
1097,Subsystem D,Sensor P,-0.209
1098,Subsystem C,Sensor L,8.500
1099,Subsystem A,Sensor C,4.714
1100,Subsystem C,Sensor L,8.698
1101,Subsystem B,Sensor H,6.278
1102,Subsystem D,Sensor N,-1.355
1103,Subsystem D,Sensor O,-3.000
1104,Subsystem A,Sensor D,2.111
1105,Subsystem B,Sensor H,6.034
1106,Subsystem A,Sensor B,1.000
1107,Subsystem C,Sensor L,10.410
1108,Subsystem A,Sensor B,1.000
1109,Subsystem C,Sensor K,7.619
1110,Subsystem B,Sensor G,13.854
1111,Subsystem A,Sensor D,3.175
1112,Subsystem A,Sensor A,4.861
1113,Subsystem D,Sensor P,-0.431
1114,Subsystem C,Sensor K,8.019
1115,Subsystem C,Sensor K,6.745
1116,Subsystem D,Sensor M,-1.837
1117,Subsystem C,Sensor I,9.829
1118,Subsystem C,Sensor J,2.536
1119,Subsystem A,Sensor C,7.774
1120,Subsystem C,Sensor I,9.693
1121,Subsystem C,Sensor L,9.195
1122,Subsystem C,Sensor I,11.666
1123,Subsystem B,Sensor F,14.214
1124,Subsystem B,Sensor F,12.846
1125,Subsystem D,Sensor P,-0.168
1126,Subsystem B,Sensor H,2.989
1127,Subsystem B,Sensor G,13.604
1128,Subsystem B,Sensor F,13.634
1129,Subsystem D,Sensor O,-1.853
1130,Subsystem A,Sensor B,1.339
1131,Subsystem B,Sensor G,12.826
1132,Subsystem A,Sensor A,7.521
1133,Subsystem A,Sensor D,1.497
1134,Subsystem D,Sensor P,-2.409
1135,Subsystem A,Sensor D,3.661
1136,Subsystem C,Sensor K,5.197
1137,Subsystem D,Sensor P,-1.313
1138,Subsystem D,Sensor N,-0.926
1139,Subsystem B,Sensor E,11.893
1140,Subsystem C,Sensor I,7.200
1141,Subsystem B,Sensor E,11.066
1142,Subsystem A,Sensor D,2.911
1143,Subsystem D,Sensor O,-2.358
1144,Subsystem C,Sensor K,6.082
1145,Subsystem D,Sensor N,-0.928
1146,Subsystem D,Sensor O,-2.597
1147,Subsystem D,Sensor N,-1.500
1148,Subsystem C,Sensor K,4.549
1149,Subsystem D,Sensor M,-2.719
1150,Subsystem A,Sensor D,2.073
1151,Subsystem D,Sensor M,-2.132
1152,Subsystem D,Sensor M,-2.211
1153,Subsystem C,Sensor J,1.156
1154,Subsystem B,Sensor F,13.638
1155,Subsystem A,Sensor D,2.888
1156,Subsystem A,Sensor B,1.164
1157,Subsystem A,Sensor C,7.328
1158,Subsystem C,Sensor L,8.835
1159,Subsystem D,Sensor P,-1.792
1160,Subsystem B,Sensor F,14.810
1161,Subsystem A,Sensor D,1.486
1162,Subsystem D,Sensor O,-2.253
1163,Subsystem D,Sensor M,-2.235
1164,Subsystem B,Sensor G,13.774
1165,Subsystem C,Sensor J,1.034
1166,Subsystem C,Sensor I,9.992
1167,Subsystem D,Sensor P,-1.330
1168,Subsystem B,Sensor E,10.641
1169,Subsystem B,Sensor G,13.212
1170,Subsystem D,Sensor P,-2.229
1171,Subsystem B,Sensor H,5.756
1172,Subsystem B,Sensor E,10.652
1173,Subsystem C,Sensor L,8.759
1174,Subsystem B,Sensor H,4.247
1175,Subsystem A,Sensor B,1.891
1176,Subsystem B,Sensor E,10.164
1177,Subsystem C,Sensor K,7.704
1178,Subsystem A,Sensor A,8.955
1179,Subsystem B,Sensor H,6.034
1180,Subsystem B,Sensor G,14.183
1181,Subsystem C,Sensor J,2.099
1182,Subsystem A,Sensor A,9.995
1183,Subsystem C,Sensor J,1.613
1184,Subsystem B,Sensor F,11.878
1185,Subsystem A,Sensor C,7.889
1186,Subsystem C,Sensor I,7.802
1187,Subsystem D,Sensor N,-0.801
1188,Subsystem C,Sensor I,8.618
1189,Subsystem A,Sensor A,8.447
1190,Subsystem A,Sensor C,8.443
1191,Subsystem B,Sensor H,3.180
1192,Subsystem C,Sensor I,8.565
1193,Subsystem A,Sensor B,2.512
1194,Subsystem C,Sensor K,7.086
1195,Subsystem C,Sensor J,1.597
1196,Subsystem B,Sensor F,14.464
1197,Subsystem C,Sensor I,11.804
1198,Subsystem C,Sensor L,10.056
1199,Subsystem D,Sensor O,-2.008
1200,Subsystem D,Sensor O,-1.496
1201,Subsystem A,Sensor D,2.822
1202,Subsystem D,Sensor P,-1.274
1203,Subsystem A,Sensor A,7.789
1204,Subsystem B,Sensor H,3.713
1205,Subsystem A,Sensor B,1.038
1206,Subsystem B,Sensor G,14.570
1207,Subsystem D,Sensor N,-0.974
1208,Subsystem D,Sensor N,-0.002
1209,Subsystem A,Sensor B,1.906
1210,Subsystem B,Sensor G,14.005
1211,Subsystem D,Sensor P,-2.207
1212,Subsystem A,Sensor C,6.983
1213,Subsystem A,Sensor D,3.303
1214,Subsystem A,Sensor D,2.919
1215,Subsystem C,Sensor L,9.397
1216,Subsystem D,Sensor O,-2.464
1217,Subsystem C,Sensor L,10.050
1218,Subsystem B,Sensor E,12.618
1219,Subsystem C,Sensor I,7.629
1220,Subsystem C,Sensor I,7.617
1221,Subsystem B,Sensor G,13.213
1222,Subsystem D,Sensor P,-1.286
1223,Subsystem B,Sensor G,13.984
1224,Subsystem A,Sensor C,5.143
1225,Subsystem C,Sensor K,8.029
1226,Subsystem B,Sensor G,14.726
1227,Subsystem C,Sensor J,1.308
1228,Subsystem C,Sensor I,8.061
1229,Subsystem A,Sensor D,2.345
1230,Subsystem C,Sensor L,9.614
1231,Subsystem A,Sensor A,8.996
1232,Subsystem C,Sensor L,9.320
1233,Subsystem C,Sensor K,4.545
1234,Subsystem B,Sensor G,13.057
1235,Subsystem C,Sensor J,1.786
1236,Subsystem A,Sensor C,7.832
1237,Subsystem A,Sensor D,3.147
1238,Subsystem C,Sensor J,1.402
1239,Subsystem A,Sensor D,3.469
1240,Subsystem B,Sensor E,10.341
1241,Subsystem D,Sensor M,-1.873
1242,Subsystem B,Sensor G,14.620
1243,Subsystem C,Sensor J,2.825
1244,Subsystem A,Sensor D,2.191
1245,Subsystem D,Sensor O,-2.005
1246,Subsystem A,Sensor B,1.034
1247,Subsystem B,Sensor E,10.667
1248,Subsystem C,Sensor J,1.714
1249,Subsystem C,Sensor J,2.145
1250,Subsystem A,Sensor D,4.183
1251,Subsystem B,Sensor F,13.436
1252,Subsystem B,Sensor E,11.437
1253,Subsystem B,Sensor E,10.747
1254,Subsystem C,Sensor K,5.222
1255,Subsystem B,Sensor H,5.190
1256,Subsystem A,Sensor D,3.560
1257,Subsystem C,Sensor K,5.784
1258,Subsystem A,Sensor D,3.435
1259,Subsystem A,Sensor B,1.000
1260,Subsystem B,Sensor G,14.461
1261,Subsystem B,Sensor E,9.949
1262,Subsystem B,Sensor F,11.236
1263,Subsystem D,Sensor O,-0.947
1264,Subsystem A,Sensor D,1.856
1265,Subsystem B,Sensor F,10.900
1266,Subsystem A,Sensor A,10.305
1267,Subsystem C,Sensor K,7.962
1268,Subsystem D,Sensor M,-2.362
1269,Subsystem D,Sensor O,-2.291
1270,Subsystem B,Sensor G,13.501
1271,Subsystem A,Sensor D,3.173
1272,Subsystem D,Sensor N,-1.071
1273,Subsystem C,Sensor J,1.000
1274,Subsystem D,Sensor O,-2.241
1275,Subsystem D,Sensor P,-0.300
1276,Subsystem A,Sensor D,3.092
1277,Subsystem D,Sensor N,-2.205
1278,Subsystem D,Sensor N,-2.512
1279,Subsystem B,Sensor H,3.098
1280,Subsystem D,Sensor N,-0.891
1281,Subsystem C,Sensor I,12.347
1282,Subsystem A,Sensor C,4.533
1283,Subsystem B,Sensor H,3.316
1284,Subsystem A,Sensor A,7.248
1285,Subsystem B,Sensor G,12.719
1286,Subsystem C,Sensor L,8.643
1287,Subsystem A,Sensor B,1.001
1288,Subsystem C,Sensor L,10.005
1289,Subsystem B,Sensor H,6.005
1290,Subsystem D,Sensor N,-1.745
1291,Subsystem A,Sensor C,6.740
1292,Subsystem D,Sensor M,-2.964
1293,Subsystem A,Sensor C,5.948
1294,Subsystem C,Sensor J,1.282
1295,Subsystem A,Sensor C,3.373
1296,Subsystem A,Sensor A,6.581
1297,Subsystem C,Sensor J,1.165
1298,Subsystem D,Sensor P,-0.009
1299,Subsystem A,Sensor B,1.167
1300,Subsystem C,Sensor L,8.046
1301,Subsystem B,Sensor G,12.397
1302,Subsystem B,Sensor G,13.953
1303,Subsystem A,Sensor A,5.116
1304,Subsystem D,Sensor P,-0.191
1305,Subsystem A,Sensor A,7.990
1306,Subsystem D,Sensor P,-0.788
1307,Subsystem C,Sensor K,5.374
1308,Subsystem D,Sensor O,-2.409
1309,Subsystem D,Sensor O,-1.244
1310,Subsystem A,Sensor B,1.590
1311,Subsystem D,Sensor O,-2.659
1312,Subsystem B,Sensor H,5.218
1313,Subsystem A,Sensor A,10.475
1314,Subsystem D,Sensor N,-1.034
1315,Subsystem D,Sensor P,-0.568
1316,Subsystem C,Sensor J,1.451
1317,Subsystem A,Sensor D,1.629
1318,Subsystem A,Sensor A,7.139
1319,Subsystem A,Sensor C,7.258
1320,Subsystem D,Sensor N,-1.150
1321,Subsystem C,Sensor K,5.136
1322,Subsystem D,Sensor N,-1.420
1323,Subsystem A,Sensor D,3.432
1324,Subsystem B,Sensor H,5.335
1325,Subsystem C,Sensor J,1.662
1326,Subsystem D,Sensor O,-1.547
1327,Subsystem C,Sensor L,8.132
1328,Subsystem B,Sensor E,10.113
1329,Subsystem D,Sensor O,-1.153
1330,Subsystem D,Sensor O,-2.675
1331,Subsystem B,Sensor G,14.165
1332,Subsystem D,Sensor P,-0.688
1333,Subsystem B,Sensor G,13.282
1334,Subsystem C,Sensor L,9.996
1335,Subsystem B,Sensor E,10.520
1336,Subsystem C,Sensor K,5.259
1337,Subsystem D,Sensor O,-2.602
1338,Subsystem B,Sensor E,11.581
1339,Subsystem B,Sensor G,13.693
1340,Subsystem C,Sensor K,6.017
1341,Subsystem A,Sensor A,9.190
1342,Subsystem A,Sensor B,1.746
1343,Subsystem C,Sensor I,12.302
1344,Subsystem C,Sensor J,2.939
1345,Subsystem D,Sensor O,-1.490
1346,Subsystem C,Sensor I,9.383
1347,Subsystem A,Sensor B,1.000
1348,Subsystem A,Sensor A,9.814
1349,Subsystem A,Sensor A,8.219
1350,Subsystem B,Sensor H,3.107
1351,Subsystem A,Sensor D,2.824
1352,Subsystem D,Sensor P,-0.351
1353,Subsystem C,Sensor I,9.176
1354,Subsystem D,Sensor N,-1.122
1355,Subsystem B,Sensor F,12.991
1356,Subsystem B,Sensor G,14.500
1357,Subsystem A,Sensor B,1.052
1358,Subsystem D,Sensor N,-2.100
1359,Subsystem C,Sensor K,4.826
1360,Subsystem C,Sensor J,1.266
1361,Subsystem D,Sensor O,-1.411
1362,Subsystem A,Sensor A,7.713
1363,Subsystem A,Sensor A,8.426
1364,Subsystem A,Sensor C,7.196
1365,Subsystem B,Sensor G,14.311
1366,Subsystem A,Sensor A,9.450
1367,Subsystem A,Sensor D,3.133
1368,Subsystem B,Sensor G,13.505
1369,Subsystem B,Sensor F,10.717
1370,Subsystem D,Sensor N,-0.872
1371,Subsystem B,Sensor H,6.132
1372,Subsystem A,Sensor D,3.192
1373,Subsystem B,Sensor H,2.386
1374,Subsystem C,Sensor L,9.034
1375,Subsystem D,Sensor P,-0.198
1376,Subsystem B,Sensor G,12.577
1377,Subsystem C,Sensor L,8.309
1378,Subsystem D,Sensor P,-1.202
